199406	103
199407	95.1
199408	122.8
199409	136.2
199410	127
199411	120
199412	98.7
199501	119
199502	120.7
199503	122.9
199504	127.8
199505	124.1
199506	123.9
199507	114
199508	137.5
199509	164.5
199510	99.8
199511	65.9
199512	62.2
199601	73.1
199602	75.3
199603	77.7
199604	100.4
199605	104.3
199606	95
199607	104.5
199608	123.6
199609	115.3
199610	96.1
199611	68.6
199612	62.5
199701	67.7
199702	78.1
199703	89
199704	114.8
199705	108.6
199706	152.4
199707	115.2
199708	117
199709	119.6
199710	126.4
199711	70.3
199712	52.3
199801	67.5
199802	83.1
199803	147.7
199804	165.2
199805	196.2
199806	133.6
199807	108
199808	100.2
199809	149.6
199810	161.1
199811	167.1
199812	126.5
199901	105.7
199902	97.1
199903	98
199904	110.4
199905	101.8
199906	87.9
199907	100.4
199908	201.3
199909	165.1
199910	130.5
199911	84.1
199912	52.7
200001	54.3
200002	53.6
200003	69
200004	73.4
200005	69.4
200006	83.2
200007	96.5
200008	102.6
200009	121.9
200010	114.2
200011	67.7
200012	64.8
200101	83.2
200102	98.4
200103	127.6
200104	131.8
200105	113.2
200106	104.8
200107	99.9
200108	113.5
200109	110.5
200110	120.1
200111	61.1
200112	53.1
200201	58.7
200202	50.5
200203	52.8
200204	77
200205	114.9
200206	118
200207	111.5
200208	130.4
200209	117.3
200210	95
200211	82
200212	79.8
200301	74.6
200302	78.6
200303	106.9
200304	141.7
200305	111.4
200306	96.1
200307	100
200308	101.4
200309	132.2
200310	96.4
200311	59.8
200312	54.1
200401	71
200402	86.7
200403	117.4
200404	117.6
200405	97.2
200406	109.3
200407	105.7
200408	105.3
200409	105.3
200410	128.3
200411	157.1
200412	83.6
200501	82.7
200502	87.2
200503	96.2
200504	106.5
200505	97.4
200506	89.1
200507	88.9
200508	90.7
200509	99.4
200510	83.2
200511	77.7
200512	67
200601	83.7
200602	82.3
200603	84.5
200604	101.9
200605	125
200606	128.6
200607	108.5
200608	167.5
200609	143.3
200610	96.1
200611	59.4
200612	52
200701	58.4
200702	52.4
200703	74.6
200704	99.5
200705	98.5
200706	95.6
200707	95.9
200708	109.5
200709	128.7
200710	103.3
200711	76.7
200712	66.8
200801	66.8
200802	68.4
200803	112.6
200804	123.4
200805	110.5
200806	103.9
200807	110.5
200808	99.9
200809	108.5
200810	111.1
200811	80
200812	72.7
200901	75.1
200902	78.2
200903	99.6
200904	149.7
200905	130.1
200906	110.9
200907	93.1
200908	106.1
200909	131.1
200910	84
200911	66.7
200912	56.4
201001	63.2
201002	70
201003	84.5
201004	147
201005	136.2
201006	119.2
201007	105.8
201008	122.3
201009	144.2
201010	133.1
201011	109.7
201012	80.8
201101	76.4
201102	85.7
201103	110.7
201104	130.8
201105	93.7
201106	102.2
201107	102.6
201108	97.6
201109	125.3
201110	170.3
201111	82.7
201112	66
201201	82
201202	98.1
201203	140.6
201204	156.6
201205	119.6
201206	111.8
201207	105
201208	104.7
201209	93.9
201210	83.5
201211	71.6
201212	67.1
201301	86.3
201302	91.1
201303	96.2
201304	96.3
201305	94.4
201306	94.9
201307	111
201308	134.2
201309	137.8
201310	114.3
201311	105.5
201312	99.3
