199702	78.1	68.8
199703	89	63.4
199704	114.8	64.9
199705	108.6	80.1
199706	152.4	94.8
199707	115.2	89.9
199708	117	97.8
199709	119.6	95.9
199710	126.4	93.7
199711	70.3	79.4
199712	52.3	74.6
199801	67.5	84.8
199802	83.1	85.4
199803	147.7	81.5
199804	165.2	82
199805	196.2	105
199806	133.6	102.4
199807	108	96.4
199808	100.2	83.9
199809	149.6	91
199810	161.1	130.3
199811	167.1	134.4
199812	126.5	118
199901	105.7	112.3
199902	97.1	110.9
199903	98	105.1
199904	110.4	92.1
199905	101.8	91.1
199906	87.9	81.9
199907	100.4	87.2
199908	201.3	87.8
199909	165.1	89
199910	130.5	103.7
199911	84.1	75.7
199912	52.7	67.5
200001	54.3	76.4
200002	53.6	65.8
200003	69	67.1
200004	73.4	62.2
200005	69.4	68.8
200006	83.2	84.2
200007	96.5	81.3
200008	102.6	79
200009	121.9	85.2
200010	114.2	76.3
200011	67.7	66
200012	64.8	66
200101	83.2	80.4
200102	98.4	79
200103	127.6	67.7
200104	131.8	64.9
200105	113.2	76.3
200106	104.8	85.2
200107	99.9	83.4
200108	113.5	95.7
200109	110.5	92.8
200110	120.1	82.5
200111	61.1	70.7
200112	53.1	69
200201	58.7	76
200202	50.5	61.9
200203	52.8	58.6
200204	77	63.2
200205	114.9	82.1
200206	118	80.6
200207	111.5	78.8
200208	130.4	88
200209	117.3	88.6
200210	95	83.1
200211	82	83.8
200212	79.8	78.7
200301	74.6	80.8
200302	78.6	79.8
200303	106.9	78.3
200304	141.7	79.9
200305	111.4	85.7
200306	96.1	82.2
200307	100	81.7
200308	101.4	83.8
200309	132.2	85.8
200310	96.4	82.6
200311	59.8	67.8
200312	54.1	71.4
200401	71	81.1
200402	86.7	86.2
200403	117.4	80.3
200404	117.6	72.1
200405	97.2	77.9
200406	109.3	82.8
200407	105.7	79.7
200408	105.3	83.3
200409	105.3	96.1
200410	128.3	111.8
200411	157.1	97.4
200412	83.6	79.3
200501	82.7	85.7
200502	87.2	80.5
200503	96.2	79.1
200504	106.5	69.2
200505	97.4	74.9
200506	89.1	74.8
200507	88.9	80.7
200508	90.7	81.1
200509	99.4	83.7
200510	83.2	78.7
200511	77.7	71.8
200512	67	73.9
200601	83.7	101.2
200602	82.3	87.8
200603	84.5	73.5
200604	101.9	71.2
200605	125	78.3
200606	128.6	83.7
200607	108.5	85.7
200608	167.5	102.5
200609	143.3	91.4
200610	96.1	84.9
200611	59.4	72
200612	52	69.5
200701	58.4	76.5
200702	52.4	64.4
200703	74.6	61.5
200704	99.5	63.7
200705	98.5	74.1
200706	95.6	78.3
200707	95.9	86
200708	109.5	102.5
200709	128.7	94.2
200710	103.3	99.3
200711	76.7	84.2
200712	66.8	84.6
200801	66.8	84.8
200802	68.4	78.6
200803	112.6	88.5
200804	123.4	82.3
200805	110.5	93.9
200806	103.9	98.3
200807	110.5	90.9
200808	99.9	87.9
200809	108.5	86.8
200810	111.1	85.7
200811	80	75.9
200812	72.7	74.1
200901	75.1	80.1
200902	78.2	71.4
200903	99.6	67.1
200904	149.7	66
200905	130.1	84.6
200906	110.9	96.4
200907	93.1	94.8
200908	106.1	98.4
200909	131.1	87.6
200910	84	85.6
200911	66.7	78.1
200912	56.4	75.7
201001	63.2	94.2
201002	70	91.4
201003	84.5	88.7
201004	147	92.9
201005	136.2	98.5
201006	119.2	104.8
201007	105.8	104.2
201008	122.3	110.5
201009	144.2	115.6
201010	133.1	119.2
201011	109.7	106.1
201012	80.8	90.5
201101	76.4	95.8
201102	85.7	97.6
201103	110.7	93.9
201104	130.8	75.8
201105	93.7	81.1
201106	102.2	92.3
201107	102.6	98.1
201108	97.6	98.7
201109	125.3	96.4
201110	170.3	99.5
201111	82.7	73.4
201112	66	73.9
201201	82	93.1
201202	98.1	96.6
201203	140.6	102.5
201204	156.6	84.9
201205	119.6	87.4
201206	111.8	92.5
201207	105	87.7
201208	104.7	83.1
201209	93.9	77.7
201210	83.5	81
201211	71.6	74.3
201212	67.1	74
201301	86.3	84.7
201302	91.1	73.1
201303	96.2	68.8
201304	96.3	62.4
201305	94.4	71.1
201306	94.9	85.2
201307	111	97.9
201308	134.2	97.6
201309	137.8	88.9
201310	114.3	80.8
201311	105.5	76.8
201312	99.3	81.2
201401	100.2	80.4
201402	94.9	84
201403	96	83.2
201404	104	72.9
201405	100.8	81
201406	105.5	94.8
201407	117.5	93.6
201408	135.8	91.9
201409	177.4	87.2
201410	117	72.3
201411	76.8	63.7
