38706,5492,24297,8914,292,259,1716,1307,41937,142,65
39054,4228,25893,8885,227,360,1229,1357,33759,132,90
12537,1447,7991,3097,61,162,325,389,11434,50,23
17323,2665,11425,3191,209,102,831,675,15118,108,28
18887,2187,12281,4414,137,200,521,703,19386,64,33
32913,3303,21385,8221,163,346,857,1037,27423,124,38
22147,2640,14516,4988,114,196,576,693,19924,73,32
21079,2412,14177,4482,108,194,542,695,18693,93,40
15305,1384,9604,4317,61,150,403,435,14137,41,30
12418,1249,7992,3176,49,133,321,382,11504,34,25
9039,1230,5433,2376,70,130,237,296,7954,32,11
10888,1321,6387,3179,88,148,261,297,10597,41,20
7908,959,4577,2372,42,101,185,215,7118,33,8
13436,1643,7849,3944,80,188,246,353,13406,50,25
3348,324,1963,1061,14,58,51,96,2760,11,2
11605,1368,7371,2866,65,148,301,269,11894,41,16
14470,1909,9372,3176,110,165,422,528,14723,65,27
30998,4727,20428,5811,263,244,1066,1058,25210,141,60
35774,4338,22766,8669,225,357,980,1240,32041,172,91
33641,3688,21684,8218,217,252,1102,1282,26958,127,43
50272,6738,32892,10598,384,409,1922,1636,37218,250,71
46923,6068,30499,10327,348,333,1615,1639,39172,195,75
31153,4635,20309,6193,223,227,916,1008,23805,134,78
199364,23198,126882,40845,1822,1544,12603,10622,249071,1460,422
180949,20910,111517,40274,1444,1374,8886,9344,137007,964,355
157768,20201,102392,32215,1302,1073,8331,7882,135590,901,310
151585,17871,90698,37665,1099,1245,7057,6609,125740,897,371
121921,20151,79947,20995,1131,691,6083,4803,87495,578,238
150162,21641,95060,26856,1198,712,6461,6528,159124,666,275
70210,7118,42813,20194,346,883,1316,1659,73689,243,136
473919,54439,310379,86320,4667,2954,26917,28600,358614,3879,1070
609040,82370,404234,118833,5921,3931,30214,26908,473490,3994,1142
49290,5861,27943,15475,343,639,1945,1776,53473,230,93
129312,17462,82458,29069,1045,1144,5618,4522,119005,733,299
484457,58921,310363,100597,4316,3410,21480,21234,379315,3023,1019
155491,20405,100680,34020,1200,1196,4724,4514,137559,762,312
93015,11174,58833,22490,673,863,3017,3058,91141,452,206
128933,18127,87111,22674,1348,876,6883,7261,161988,973,256
172183,21454,112223,38498,1213,1281,6427,6121,132252,828,314
61751,7606,41079,12810,460,493,2759,2829,60701,311,182
69058,8890,43499,16630,542,793,1567,1614,64994,326,143
164530,22675,110339,31488,1382,1025,9196,8245,141662,936,249
404012,54571,267374,80129,3535,2578,18767,16409,342287,2257,694
20788,1762,12250,6775,93,290,870,906,20906,71,28
280416,35751,183749,58635,2122,2328,8634,8713,260218,1533,633
163984,22112,107576,33808,1508,1095,9058,6854,109697,978,258
189781,28994,122317,38465,1830,1219,8503,7903,153807,1076,433
134017,16718,81590,31271,1122,976,4918,4924,101155,716,253
35766,3929,20221,11567,260,534,1122,1147,37337,175,58
107853,14258,69462,23703,887,781,5673,4674,75917,609,224
89168,11005,56814,21219,662,788,2925,3203,87714,477,221
48073,5009,29028,13974,250,599,1251,1371,44471,198,81
164877,26929,118402,19290,1621,759,10236,10085,150561,1191,340
86726,11833,54781,20093,657,642,3490,3082,66247,419,167
60355,8421,39688,12157,517,488,2186,2041,54947,314,121
73212,9526,49239,14447,483,628,2405,2744,60561,349,216
88176,12802,61063,14193,668,538,4820,3418,65111,341,128
60345,9575,39855,10825,594,343,2968,2225,44555,262,115
51087,6438,35212,9160,407,378,2193,2533,41258,349,118
42104,4107,22206,15784,211,737,1044,1046,39594,137,56
39814,4632,24177,10952,268,495,929,998,39623,152,67
82866,9457,50131,23178,540,999,1606,1941,78568,359,163
56089,6469,35086,14177,326,683,1666,1766,50325,245,139
40962,4224,23127,13598,271,528,1111,1141,36308,164,56
21234,2706,13851,4618,152,180,909,1038,15476,93,35
22580,2227,15403,4950,121,201,660,857,15844,84,42
6454,768,3905,1781,23,77,172,215,5667,21,8
16002,1673,9591,4730,81,223,337,443,16677,83,31
15154,1729,9132,4290,81,188,253,363,12705,49,23
50113,6341,32266,11454,334,447,1990,1722,36444,206,105
18004,1842,11075,5065,101,253,519,576,15788,72,47
7920,925,4774,2213,45,111,260,262,12721,36,18
24675,2952,14614,7091,160,333,612,671,22517,114,48
12034,1516,7188,3305,81,157,564,481,10553,64,31
7340,695,4310,2335,39,92,184,222,6209,20,15
14752,1873,9025,3854,99,170,487,400,11777,80,28
12151,1205,7315,3630,55,165,375,428,10360,53,28
8035,819,4793,2423,34,98,228,293,7956,31,17
9073,793,5323,2957,42,139,203,218,9164,41,16
10671,1084,5982,3605,39,160,252,301,12049,40,15
7738,655,3941,3142,35,116,317,230,6848,29,12
8950,847,4774,3329,33,176,195,216,8427,25,14
47115,5055,32950,9028,380,348,5676,5014,853382,458,94
122762,12936,90310,19503,1316,784,12992,10722,647733,1411,319
205131,22938,145091,34823,2353,1362,20813,17956,908940,2172,604
326309,25000,232181,60872,2193,2343,28256,26515,770094,2679,735
206626,20159,143958,38280,1539,1438,16761,14964,336229,1581,331
175928,15067,117000,40720,1185,1790,13305,11280,303522,1561,446
247606,25829,168031,52777,2045,2101,15722,13642,262514,1967,622
460819,55555,317182,88073,4354,3410,27383,23812,490708,3438,1123
365302,35993,254692,69850,3142,2744,26717,24283,505034,3065,754
268330,25719,185910,51608,2074,1741,21891,21146,271320,2484,500
693373,75456,471448,140120,5691,5651,37039,36802,657209,5120,1385
877138,95732,617397,159857,6955,5783,57278,54778,736040,6600,1562
204492,15417,142850,38660,1647,1456,19652,18754,542803,1972,416
314750,23205,224154,61567,2290,2277,25769,26646,285636,2746,618
549569,40863,323567,109199,3964,3896,38649,38981,439379,4232,944
284678,22225,204120,54048,1776,2212,22089,20557,378475,2220,635
335544,31200,220646,79520,2389,3184,19383,19482,307317,2268,612
203296,22073,134122,43680,1581,1868,12106,9925,184021,1417,436
535824,55731,356417,111800,4346,4204,29358,29719,456425,3867,1215
716124,87257,488098,137625,5948,4893,39565,39884,530628,4571,1420
683426,83948,444696,151167,5600,5598,27831,25020,539309,4250,1673
442586,53493,291627,97391,3679,3817,21745,18200,343039,2839,1025
678967,95439,455358,121810,6296,4655,32975,31775,534942,4689,1677
580053,72084,383213,119429,4350,4143,23923,21615,549417,2751,1017
179668,21278,118908,38153,1457,1329,9782,9692,193465,1127,368
138734,14416,96223,27082,995,1005,10510,10017,154448,1036,205
186083,21557,129619,34741,1574,1212,11197,12025,148458,1255,295
139339,17992,88933,32250,1044,1550,4844,4290,127176,663,317
255506,34066,173664,46351,2300,1573,14790,13861,236133,1631,451
112297,14527,74272,23213,955,864,4959,4735,100508,621,227
223593,26805,152257,41996,2028,1411,13981,13967,186275,1510,395
426987,57862,274727,91999,3303,3004,17938,16222,364091,2037,798
118852,13362,82170,21955,943,766,9056,7744,95195,766,179
187035,23774,124342,37384,1609,1293,10079,10478,160499,1042,298
180052,23162,118458,37270,1492,1217,8869,8298,154114,979,298
153557,19793,98869,34325,1291,1251,7375,6589,115046,807,282
120650,14062,82677,22661,905,778,7001,7960,95649,803,175
59796,7120,40194,12207,506,517,2683,3186,52442,423,160
78751,8489,52461,16996,608,561,4622,4793,57386,522,112
83068,11624,53220,18058,741,632,3737,3290,64274,427,179
74104,9501,45968,18375,536,629,3687,3364,60733,317,124
116546,14942,74004,27289,879,835,5289,5480,90315,581,244
70053,10877,44578,14593,642,489,3227,2880,59591,355,192
147648,17734,98996,30907,1160,963,6624,7379,137622,753,281
84835,12954,56784,14660,761,487,5089,3861,58913,493,155
57032,8048,37677,11133,513,419,2549,2537,55966,301,116
80868,11365,50131,19199,668,784,2857,2599,67814,412,167
196511,24117,132419,39972,1463,1298,12930,10498,148056,1017,309
33497,4650,21736,7067,219,307,1168,1210,36088,148,90
16650,1959,9816,4875,118,273,865,478,13965,68,23
2558,184,1264,1110,13,72,98,101,2566,9,6
6045,422,3125,2498,14,179,194,166,6205,17,6
8461,989,4792,2680,58,138,439,472,8789,32,16
341,46,225,69,3,2,41,17,327,1,0
2883,333,1556,994,15,42,137,122,3199,11,3
1889,277,1094,518,16,26,98,95,2076,9,3
2676,188,1536,940,22,42,192,177,2519,21,4
348,61,239,48,3,2,29,25,312,4,0
8231,957,4629,2643,52,138,387,417,8927,34,29
201,35,144,21,0,2,29,29,245,2,0
2785,420,2109,256,40,9,271,313,2782,16,2
